RA,Dec,Rplanet,P,S/SEarth,K,Rstar,Teff,Vmag,Imag,Jmag,Kmag,Dist,Dil,log10,SNR,Mult.
290,58.11,2.148,7.302,361.7,1.671,1.155,6486,11.24,10.74,10.37,10.12,7.25,1.051,-4.515,10.15,2
290,36.32,2.406,4.302,4.439,7.766,0.192,3244,16.29,13.79,12.4,11.64,3.45,1.273,-4.457,17.08,3
290,57.83,3.483,22.89,19.48,2.145,0.7902,5284,11.87,11.02,10.41,9.944,6,1.002,-4.809,27.18,0
290,68.24,2.731,6.303,166.9,2.508,0.8643,5689,13.09,12.37,11.85,11.46,7.8,1.02,-4.731,9.778,1
290,68.96,1.403,1.745,34.07,3.998,0.3251,3427,15.61,13.35,12.08,11.31,4.45,1.001,-4.174,15.96,3
290.1,-46.84,2.679,16.52,26.76,1.953,0.7536,5200,10.31,9.442,8.812,8.319,4.25,1.025,-4.644,17.78,0
290.1,63.08,2.334,3.255,6.979,7.891,0.2029,3260,16.18,13.7,12.33,11.56,3.5,1,-4.114,70.75,3
290.1,63.52,2.948,5.947,1030,2.047,1.429,7362,9.641,9.333,9.093,8.97,6.7,1.023,-4.165,24.86,1
290.2,65.35,1.075,13.95,1.002,1.121,0.2029,3260,16.18,13.7,12.33,11.56,3.5,1,-4.517,9.458,3
290.2,46.68,2.12,7.961,9.379,2.794,0.4602,3694,14.59,12.63,11.5,10.69,4.85,1.04,-4.5,8.592,2
290.4,-77.99,2.017,7.902,5.373,3.284,0.3513,3486,13.32,11.14,9.917,9.145,2.5,1.009,-3.661,16.26,2
290.4,75.14,2.082,21.66,1.394,2.364,0.3556,3480,15.54,13.34,12.1,11.32,4.7,1.023,-3.864,9.01,2
290.5,58.77,2.087,26.77,1.294,2.045,0.3943,3548,15.39,13.27,12.06,11.27,4.95,1.202,-4.471,7.981,2
290.5,60.72,1.46,2.833,15.32,4.131,0.2983,3402,15.96,13.68,12.39,11.62,4.55,1.225,-4.355,13.71,3
290.6,33.64,1.79,0.9989,100,5.324,0.3867,3544,14.77,12.65,11.45,10.67,4.3,1.102,-3.677,9.151,3
290.9,48.95,2.676,21.96,23.64,1.573,0.8766,5297,11.17,10.31,9.709,9.26,5.55,1.334,-4.78,10.43,1
291,-45.32,1.533,1.858,24.53,4.795,0.2811,3385,15.03,12.73,11.44,10.67,3.45,1.022,-3.836,10.66,3
291,72.86,2.432,10.18,4.765,3.266,0.3986,3538,16.36,14.22,13,12.21,5.9,1.618,-3.487,9.398,2
291.1,-45.43,1.75,3.646,15.92,3.553,0.3626,3519,13.26,11.12,9.916,9.141,2.6,1,-4.5,19.85,3
291.1,78.91,2.049,7.103,600.5,1.485,1.314,6982,8.916,8.525,8.231,8.06,5.55,1,-4.424,13.53,1
291.1,68.13,2.696,25.65,39.02,1.388,1.067,5848,9.143,8.47,7.994,7.66,4.5,1.003,-4.742,33.54,1
291.3,-46.75,2.353,18.01,16.15,1.7,0.7048,4864,10.37,9.366,8.637,8.046,3.75,1.01,-4.938,14.93,0
291.5,57.71,2.61,15.01,17.7,2.082,0.6785,4720,12.26,11.09,10.33,9.689,5.25,1.046,-4.128,15.71,3
291.8,-45.01,1.762,1.868,33.78,4.812,0.3377,3456,13.98,11.77,10.52,9.752,3,1.172,-4.355,14.97,3
291.9,65.87,2.217,33.31,1.375,1.824,0.4606,3673,15.3,13.3,12.16,11.36,5.5,1.005,-4.045,9.399,3
292,75.95,6.98,5.291,2564,4.16,1.934,7889,7.315,7.128,6.954,6.889,5.35,1,-4.165,103.1,1
292,-42.7,1.912,2.026,25.55,5.549,0.305,3404,15.2,12.92,11.64,10.87,3.85,1.032,-4.104,9.773,2
292.3,64.75,2.562,19.46,17.78,1.888,0.7397,4927,12.86,11.83,11.15,10.56,6.4,1.001,-4.612,13.75,0
292.6,-1.429,1.911,2.091,75.24,3.832,0.5075,3822,12.21,10.4,9.336,8.527,3,1.037,-3.661,14.16,3
292.6,65.02,2.272,13.84,1.263,4.204,0.2333,3311,15.41,13.01,11.67,10.9,3.2,1.045,-3.95,42.79,2
292.8,-45.85,2.749,7.668,5.907,4.222,0.3626,3519,13.26,11.12,9.916,9.141,2.6,1,-4.449,38.62,3
292.8,57.05,3.063,42.14,8.708,1.534,0.7948,5297,12.09,11.25,10.65,10.18,6.25,1.033,-4.722,10.57,1
292.8,59.02,1.372,3.994,331.7,1.297,0.9728,5585,10.28,9.525,8.997,8.616,5.2,1.002,-4.239,8.367,2
292.9,-45.92,2.386,7.296,3.96,4.587,0.2811,3385,15.03,12.73,11.44,10.67,3.45,1.001,-3.923,16.87,3
292.9,61.27,1.715,0.8482,1.616e+04,2.367,1.79,6839,9.572,9.157,8.846,8.662,6.8,1.01,-4.067,13,0
293,-60.53,3.668,3.819,61.85,5.004,0.5978,4244,12.37,10.91,10,9.222,4.35,1.03,-4.008,35.61,1
293.1,64.34,1.899,2.566,41.93,3.711,0.4606,3673,15.3,13.3,12.16,11.36,5.5,1.001,-4.471,16.14,3
293.3,65.22,2.541,124.7,0.2049,1.385,0.4353,3610,15.67,13.61,12.44,11.64,5.6,1.02,-3.695,7.347,3
293.5,45.99,6.277,4.353,548.2,5.327,1.2,5957,10.44,9.791,9.341,9.033,6.15,1.082,-4.628,72.86,0
293.5,75.24,1.872,1.665,46.81,4.916,0.3722,3501,15.64,13.47,12.24,11.45,4.95,1.032,-3.681,21.3,3
293.6,67.2,3.659,82.86,9.825,1.288,1.055,6109,10.22,9.623,9.19,8.892,5.75,1.004,-4.009,17.79,0
293.8,66.85,2.238,36.76,1.044,1.85,0.4353,3610,15.67,13.61,12.44,11.64,5.6,1.006,-4.439,8.894,3
294.2,60.54,4.752,158.3,2.886,1.355,0.9583,5821,12.67,11.99,11.51,11.15,7.75,1.017,-4.401,13.11,0
294.4,65.17,1.66,5.679,306.1,1.453,1.06,5943,10.23,9.586,9.127,8.805,5.65,1.015,-4.8,8.242,1
294.6,62.72,1.335,5.649,286.1,1.07,0.9544,6067,11.02,10.42,9.975,9.667,6.3,1.001,-4.431,8.946,0
294.9,57.44,2.573,22.96,0.4045,5.162,0.1719,3220,17.37,14.83,13.42,12.65,4.2,2.238,-3.501,9.717,3
294.9,-78.14,2.135,6.689,6.074,3.764,0.3374,3445,15.23,13,11.74,10.96,4.2,1.013,-3.61,8.51,2
295,-58.18,2.167,13.85,3.065,2.699,0.3876,3544,13.82,11.71,10.51,9.724,3.35,1.026,-3.622,9.464,3
295.1,44.25,1.088,0.5135,110.2,2.969,0.2436,3337,14.02,11.66,10.35,9.587,2,1.24,-3.589,19.9,2
295.3,73.19,2.955,39.87,31.16,1.312,1.08,6353,11.7,11.15,10.76,10.49,7.45,1.013,-4.7,11.94,0
295.6,60.66,2.902,9.228,44.58,2.664,0.7236,4914,13.37,12.34,11.65,11.06,6.85,1.038,-3.952,16.06,0
295.8,40.03,1.664,2.646,22,3.995,0.3461,3459,15.18,12.97,11.72,10.94,4.25,1.405,-3.779,7.725,2
295.9,64.23,1.351,2.532,39.88,2.417,0.4466,3656,14.75,12.74,11.59,10.79,4.85,2.665,-4.114,8.532,2
296.1,71.08,1.98,6.949,20.51,2.436,0.5632,3997,14.4,12.72,11.72,10.9,5.75,1.109,-4.439,8.704,2
296.7,57.41,2.204,40.61,4.694,1.277,0.6785,4720,12.26,11.09,10.33,9.689,5.25,1.001,-4.457,8.058,3
296.8,63.75,2.311,1.768,48.94,5.627,0.3888,3571,12.22,10.15,8.977,8.198,1.85,1.019,-4.114,194.7,3
296.9,71.63,2.109,9.36,1.331,5.813,0.1712,3220,17.79,15.24,13.83,13.06,4.6,2.135,-4.23,10.4,0
297,-1.947,3.947,5.236,24.7,5.284,0.5313,3886,14.1,12.33,11.28,10.46,5.1,1.004,-4.5,21.76,2
297.2,75.95,3.248,49.72,6.82,1.528,0.7939,5272,11.77,10.92,10.31,9.834,5.9,1.092,-4.712,20.11,1
297.2,61.36,3.556,24.48,26.35,1.93,0.9059,5585,11.2,10.45,9.92,9.525,5.95,1.006,-4.422,23.02,0
297.3,56.25,3.441,9.273,41.7,2.984,0.7563,4786,12.29,11.23,10.48,9.865,5.7,1.048,-4.535,24.09,1
297.4,60.35,2.083,12.98,2.952,2.785,0.3662,3493,14.98,12.8,11.57,10.79,4.25,1.01,-3.61,10.67,1
297.4,61.8,1.865,9.591,3.716,2.894,0.3376,3449,16.18,13.94,12.68,11.9,5.15,1.211,-4.492,7.801,2
297.4,68.35,1.153,17.42,2.511,0.7635,0.4055,3597,12.77,10.72,9.558,8.773,2.55,1.02,-4.029,14.42,1
297.5,40.88,2.382,6.861,208,1.899,1.047,5794,8.224,7.535,7.052,6.711,3.5,1.012,-4.644,24.35,3
297.5,16.08,2.38,7.035,6.293,3.965,0.3517,3490,13,10.83,9.61,8.839,2.2,1.148,-3.979,24.81,3
297.8,-58.58,1.366,1.1,1049,2.173,0.8062,5188,6.468,5.593,4.961,4.47,0.55,1.001,-4.492,18.53,0
298,61.7,2.395,20.96,1.311,2.815,0.3376,3449,16.18,13.94,12.68,11.9,5.15,1.289,-3.273,7.352,2
298,76.9,4.862,4.162,197.1,4.87,0.8565,5200,12.89,11.99,11.36,10.89,7.1,1.268,-4.239,18.13,1
298.2,66.48,1.25,5.938,137.5,0.9099,0.8142,5433,11.65,10.85,10.28,9.846,6,1,-4.767,8.265,1
298.3,70.71,2.708,76.55,20.93,0.8604,1.429,6412,8.951,8.427,8.057,7.818,5.4,1,-4.414,12.99,1
298.4,-7.557,1.925,10.06,1.653,4.372,0.211,3277,15.33,12.89,11.52,10.76,2.8,1.014,-4.427,14.08,3
299.2,64.09,2.479,27.33,1.27,2.411,0.3888,3571,12.22,10.15,8.977,8.198,1.85,1.051,-3.347,20.78,3
299.2,4.146,2.285,6.548,156.5,2.183,0.8342,5715,10.22,9.523,9.012,8.636,4.9,1.051,-4.722,8.86,1
299.3,74.53,3.214,6.621,6.772,5.255,0.3556,3480,15.54,13.34,12.1,11.32,4.7,1.002,-3.548,38.43,2
299.3,-29.02,1.589,17.88,6.29,1.482,0.5427,4129,6.266,4.782,3.862,3.08,-2.1,1.001,-4.5,15.76,0
299.4,66.58,2.382,94.22,4.83,0.9328,0.8755,5689,11.9,11.19,10.67,10.28,6.65,1.053,-4.809,8.246,1
299.6,17.22,3.097,5.165,9.918,5.512,0.3606,3500,13.63,11.47,10.25,9.477,2.9,1.084,-3.85,29.46,2
300.6,74.56,1.312,2.339,21.67,2.907,0.3124,3421,15,12.74,11.47,10.7,3.75,1.085,-4.541,10.78,3
300.9,50.31,1.891,0.765,143,6.252,0.3858,3534,14.72,12.58,11.38,10.59,4.2,1.102,-4.493,23.53,3
301.5,10.69,1.6,8.429,4.506,2.644,0.3371,3461,13.82,11.61,10.37,9.602,2.85,1.072,-3.661,8.164,1
301.9,66.9,2.152,3.697,4.849,7.83,0.178,3224,17.43,14.9,13.49,12.72,4.35,1.008,-4.559,20.92,3
302,-42.9,3.346,7.589,173.8,2.538,1.034,5754,9.748,9.043,8.549,8.199,4.95,1.011,-4.749,21.75,0
302.3,16.06,1.265,0.6754,149.4,3.473,0.3606,3500,13.63,11.47,10.25,9.477,2.9,1.258,-3.622,10.9,3
302.3,72.71,3.36,6.576,104.1,3.163,0.7607,5395,12.19,11.38,10.8,10.35,6.35,1,-4.71,37.83,1
302.3,70.56,8.369,32.2,12.52,4.353,0.7607,5395,12.19,11.38,10.8,10.35,6.35,1.275,-4.855,92.56,1
302.4,66.49,2.198,13.34,0.8765,5.206,0.178,3224,17.43,14.9,13.49,12.72,4.35,1.457,-3.499,12.3,3
302.7,-35.62,6.877,4.458,101.4,7.64,0.6909,4835,11.79,10.72,10,9.389,5.05,1.008,-4.239,104.2,1
302.9,64.61,2.285,7.59,31.98,2.459,0.6323,4445,12.28,10.98,10.14,9.406,4.75,1.013,-4.464,20.18,0
303.6,76.27,1.656,0.54,196.6,6.483,0.3595,3481,15.26,13.07,11.83,11.05,4.45,1,-4.174,12.28,2
303.7,56.07,2.135,4.852,630.8,1.737,1.284,6310,9.498,8.944,8.562,8.314,5.65,1.003,-4.669,10.33,1
303.7,69.42,2.168,3.633,28.97,3.664,0.4703,3740,12.72,10.81,9.716,8.912,3.15,1.012,-3.923,29.44,2
303.7,66.62,3.666,9.278,324.7,2.252,1.35,6516,10.39,9.894,9.541,9.319,6.8,1.051,-4.698,22.12,2
303.9,68.2,2.192,10.09,9.154,2.531,0.5107,3820,13.72,11.89,10.82,10.01,4.5,1.117,-4.355,14,3
304,-76.64,2.699,7.146,4.848,4.826,0.3092,3432,13.58,11.34,10.09,9.32,2.35,1.088,-3.562,31.43,2
304,75.73,3.132,2.203,3225,3.092,1.521,6776,10.31,9.881,9.562,9.371,7.15,1.03,-4.165,17.24,0
304.2,8.443,1.768,0.839,2.746e+04,1.984,1.81,8091,7.208,7.065,6.926,6.888,5.25,1.012,-4.876,8.115,0
304.2,62.92,2.141,7.274,1.814,5.378,0.1872,3195,16.89,14.39,12.98,12.24,4.35,1.009,-4.104,13.81,2
304.8,-30.78,3.221,9.142,12.51,3.576,0.5319,3961,12.48,10.78,9.775,8.964,3.65,1,-4.219,25.87,2
305.1,-66,3.078,2.616,8.416,11.62,0.1895,3240,17.41,14.9,13.5,12.73,4.5,1.189,-2.472,16.89,3
306.1,-40,2.499,20.73,3.728,2.197,0.5176,3877,13.42,11.64,10.6,9.785,4.35,1,-4.219,9.03,2
306.6,76.61,2.448,20.37,1.259,3.089,0.3187,3427,14.59,12.34,11.07,10.3,3.4,1.015,-3.525,23.68,3
306.7,-41.14,1.937,5.634,7.646,3.62,0.3371,3452,14.75,12.53,11.28,10.51,3.75,1.033,-4.471,9.823,2
307.1,51.58,1.993,3.454,306.9,2.205,0.8918,5383,10.34,9.522,8.941,8.505,4.85,1.307,-4.767,9.835,2
307.4,62.02,2.735,39.07,20.69,1.199,1.053,5808,11.05,10.35,9.877,9.545,6.35,1.015,-4.716,7.586,0
307.5,25.36,2.306,6.947,13.81,3.056,0.4977,3771,14.39,12.51,11.41,10.6,5,1.606,-4.449,8.234,1
307.6,-42.04,2.246,7.097,7.298,3.528,0.382,3538,13.57,11.45,10.25,9.465,3.05,1.001,-4.517,16.34,2
307.9,-27.71,1.938,17.79,0.4476,6.258,0.1625,2844,14.25,11.67,9.781,8.993,0,1.02,-4.174,42.95,2
308.4,27.23,1.317,3.033,22.02,2.367,0.3773,3523,13.73,11.59,10.38,9.602,3.15,1.446,-3.959,7.752,2
308.5,25.6,1.147,6.353,98.79,0.6364,0.8224,5117,8.512,7.601,6.949,6.443,2.55,1.048,-4.674,7.779,1
308.8,32.75,19.66,1.443,1478,24.61,0.9266,5861,10.5,9.839,9.363,9.021,5.55,1.268,-4.775,917.6,2
308.9,12.51,4.054,3.621,795,3.9,1.162,6194,8.53,7.956,7.543,7.262,4.35,1.024,-4.009,25.6,0
309.2,-8.082,2.445,9.965,1.324,6.255,0.1804,3233,16.32,13.8,12.41,11.64,3.3,1.001,-3.959,11.28,1
309.4,-27.38,2.827,3.84,3.456,14.82,0.1625,2844,14.25,11.67,9.781,8.993,0,1,-4.464,136.6,2
309.6,-44.65,3.75,7.568,16.57,4.388,0.5389,3964,12.03,10.35,9.344,8.533,3.25,1,-4.409,54.18,1
309.9,-69.39,1.674,2.56,12.93,5.317,0.2458,3324,16.16,13.77,12.44,11.67,4.1,1.07,-3.95,10,3
310,-26.47,1.674,2.715,669.9,1.97,1.036,5649,9.94,9.206,8.688,8.316,5.05,1.003,-4.523,7.512,1
310.1,30.38,1.989,3.357,17.52,4.223,0.3615,3489,14.61,12.43,11.2,10.43,3.85,1.975,-4.029,7.818,3
310.2,-84.28,1.601,1.395,10.66,9.746,0.143,3034,16.98,14.78,13.16,12.38,3.3,1.117,-4.471,7.462,3
310.2,-77.93,3.146,13.29,68.82,2.14,0.9455,5649,10.85,10.12,9.599,9.217,5.75,1,-4.688,17.3,1
310.5,18.79,3.413,6.129,3.739,8.053,0.234,3306,16.22,13.81,12.46,11.7,4,3.203,-4.559,23.89,0
310.6,-67.7,2.938,5.841,2.884,8.512,0.1895,3240,17.41,14.9,13.5,12.73,4.5,1.118,-3.923,13,3
310.7,16.86,1.329,2.175,52.04,2.363,0.45,3715,13.37,11.44,10.33,9.528,3.65,1.043,-3.677,8.988,3
310.8,-47.54,2.009,5.668,4.685,4.7,0.2523,3341,15.25,12.89,11.57,10.8,3.3,1.034,-3.779,12.97,1
310.8,64.91,2.029,37.63,0.5015,2.222,0.3005,3398,15.45,13.16,11.88,11.11,4.05,1.196,-3.661,9.376,2
310.9,-50.99,2.584,18.74,15.33,1.984,0.7037,4772,12.04,10.93,10.2,9.564,5.25,1,-4.403,10.15,1
311.3,61.68,3.524,2.329,159.1,5.365,0.6381,4476,13.29,11.99,11.15,10.43,5.8,1.03,-4.364,34.93,0
311.6,80.94,1.659,38.31,13.02,0.8491,0.8739,5483,9.373,8.599,8.042,7.625,3.95,1.002,-4.659,8.219,1
311.9,-6.799,2.632,6.453,4.308,5.481,0.2681,3360,15.87,13.53,12.22,11.45,4.1,1.096,-4.072,11.92,1
311.9,-4.059,4.79,5.065,1015,3.337,1.483,6855,6.443,6.027,5.729,5.556,3.3,1,-4.291,35.4,0
312.2,-5.292,3.231,6.994,424.2,2.701,1.265,6223,8.098,7.534,7.118,6.833,4.1,1.001,-4.858,25.85,1
312.3,-50.34,3.425,6.824,58.96,3.611,0.7037,4772,12.04,10.93,10.2,9.564,5.25,1.001,-5.009,21.91,1
312.4,-68.91,3.626,6.735,55.11,3.534,0.7203,4710,12.98,11.88,11.09,10.44,6.15,1.003,-4.896,18.13,2
312.4,66.74,1.687,2.03,53.2,3.628,0.4432,3667,14.79,12.79,11.65,10.85,4.9,1.04,-4.559,9.724,3
312.6,-71.31,15.92,25.59,9.295,8.966,0.7203,4710,12.98,11.88,11.09,10.44,6.15,1.053,-4.794,205.3,2
312.9,17.15,2.058,6.277,3.713,4.902,0.2371,3319,14.99,12.61,11.28,10.51,2.85,1.02,-4.456,15.09,2
313,-49.8,2.353,3.215,26.24,4.433,0.425,3617,13.64,11.6,10.44,9.647,3.55,1.001,-3.562,14.92,3
314.2,62.51,1.908,1.889,105.2,3.691,0.5439,3950,13.86,12.15,11.13,10.32,5.05,1.011,-4.493,14.13,3
314.5,-1.191,1.982,3.544,139.5,2.434,0.739,4764,10.07,8.998,8.237,7.619,3.4,1.034,-4.851,18.22,0
314.8,72.73,2.819,15.82,0.467,6.173,0.1544,3135,17.75,15.18,13.73,12.99,4.85,1.26,-2.773,14.69,1
314.9,-47.25,2.5,6.721,6.473,4.145,0.3468,3500,13.05,10.89,9.676,8.905,2.25,1.25,-4.541,19.47,1
315,18.75,4.312,8.869,55.77,3.639,0.7592,5093,11.33,10.42,9.754,9.23,5.15,1.003,-4.554,21.07,1
315.1,77.43,1.738,6.694,5.552,3.254,0.3187,3427,14.59,12.34,11.07,10.3,3.4,1.03,-3.622,15.6,2
315.4,65.51,1.961,9.648,65.18,1.592,0.8572,5212,11.47,10.59,9.961,9.481,5.7,1.019,-4.545,8.885,0
316.7,68.71,6.186,9.703,65.69,4.714,0.8282,5297,12.05,11.21,10.6,10.14,6.3,1.033,-4.84,48.24,1
316.9,18.05,5.928,7.39,53.46,5.51,0.697,4879,11.03,9.946,9.242,8.64,4.3,1.033,-5.004,100,0
317.1,58.03,2.909,42.22,10.09,1.394,0.8573,5358,11.59,10.77,10.19,9.743,6,1.077,-4.853,10.58,1
317.2,10.3,1.697,15.4,1.526,2.563,0.2871,3399,14.23,11.96,10.68,9.913,2.75,1.033,-4.574,10.29,1
317.9,-29.98,2.903,4.451,6.049,7.459,0.2422,3321,15.85,13.46,12.13,11.36,3.75,1.028,-4.174,14.57,2
318,-31.48,2.629,2.165,509.8,3.393,0.875,5260,10.52,9.644,9.032,8.574,4.85,1.169,-4.7,18.06,0
318.1,38.48,3.895,2.547,10.63,13.08,0.2159,3277,16.83,14.38,13.02,12.25,4.35,1.724,-4.427,25.22,2
318.1,60.7,3.701,16.56,3.852,3.642,0.4759,3721,14.1,12.17,11.05,10.25,4.5,1.34,-3.664,21.49,1
318.4,-73.36,2.412,19.07,1.552,2.946,0.3422,3457,14.81,12.6,11.35,10.57,3.85,1.013,-4.471,10.59,2
318.5,64.01,2.634,12.36,147,1.779,1.14,6138,10.52,9.935,9.51,9.217,6.25,1.086,-4.779,9.792,1
319.3,56.27,2.538,10.69,2.581,4.116,0.2949,3406,14.76,12.49,11.21,10.44,3.35,1.348,-4.219,20.77,2
319.4,77.39,2.018,19.01,1.38,2.642,0.3187,3427,14.59,12.34,11.07,10.3,3.4,1,-3.959,16.6,2
319.7,-63.93,3.078,7.192,175.7,2.541,0.9335,5875,10.49,9.823,9.345,9.003,5.55,1.002,-4.239,14.75,1
319.9,-29.02,2.487,2.848,33.75,4.772,0.4407,3650,13.07,11.07,9.93,9.134,3.15,1.002,-3.562,21.88,3
320,20.77,1.347,1.118,108,3.278,0.4204,3640,11.27,9.281,8.144,7.359,1.25,1.001,-3.622,15.18,2
320.2,12.77,1.554,0.551,32.21,13.92,0.1271,3055,16.83,14.69,13.17,12.37,3.05,1.88,-3.52,10.04,3
320.7,41.11,2.24,3.97,11.83,4.767,0.3304,3441,14.37,12.14,10.88,10.11,3.3,1.434,-3.852,22.97,2
321.3,71.24,1.627,8.312,8.062,2.203,0.4384,3676,14.08,12.1,10.97,10.17,4.2,1.01,-4.384,8.536,2
321.6,18,3.495,7.682,240.9,3.24,0.9371,6252,8.973,8.413,7.99,7.695,4.3,1.002,-4.283,29.36,1
321.9,0.7178,3.403,8.305,71.02,2.906,0.8124,5152,11.26,10.36,9.717,9.214,5.3,1.015,-4.646,18.16,1
321.9,47.74,4.91,35.23,2.418,3.33,0.5554,4044,10.89,9.288,8.317,7.514,2.35,1.086,-4.35,106.3,0
322.3,-0.7174,2.847,3.871,4.97,9.558,0.1884,3240,16.2,13.69,12.3,11.53,3.3,1,-4.39,27.21,2
323.2,25.53,1.374,0.6343,103.7,5.757,0.2821,3378,15.69,13.38,12.09,11.32,4.1,1.096,-4.029,7.551,2
323.7,-5.102,2.555,4.824,0.7056,12.5,0.1081,2529,18.3,14.9,12.46,11.63,1.4,1.002,-4.39,19.3,2
324.9,-70.88,2.361,10.5,4.679,3.155,0.3983,3557,14.29,12.18,10.99,10.2,3.9,1,-4.114,9.508,1
325.3,-61.19,1.769,15.3,0.7163,4.117,0.1747,3230,15.8,13.28,11.88,11.11,2.7,1,-3.923,8.735,2
325.5,69.52,1.352,1.202,22.84,6.312,0.184,3236,16.62,14.11,12.71,11.94,3.65,1.869,-4.321,8.31,2
325.6,0.4561,2.2,11.81,54.84,1.696,0.8297,5395,11.05,10.24,9.656,9.212,5.4,1.006,-4.801,7.661,0
325.9,-37.08,3.625,5.466,319.6,3.003,1.095,5861,9.276,8.596,8.127,7.801,4.7,1.003,-4.84,33,2
326,56.1,1.634,3.554,23.99,2.995,0.4347,3635,14.14,12.12,10.97,10.17,4.15,1.664,-4.008,8.159,2
326.2,19.93,1.809,5.773,5.964,3.681,0.297,3409,14.74,12.47,11.19,10.43,3.35,1.001,-3.779,11,3
327,61.98,3.211,3.316,18.93,6.282,0.3752,3523,15.14,13,11.79,11,4.55,3.066,-4.029,15.21,3
327.4,-5.257,4.285,15.46,551.5,1.888,1.506,8670,8.167,8.104,7.998,7.984,6,1.001,-4.159,10.39,0
328.5,2.113,1.929,4.19,7.362,4.939,0.2574,3360,13.52,11.2,9.903,9.143,1.7,1.003,-3.487,24.17,3
328.8,16.23,1.927,6.929,6.667,3.193,0.3615,3497,14.4,12.23,11,10.22,3.65,1.005,-3.472,8.176,1
329,43.61,3.546,2.62,14.11,9.914,0.2648,3355,15.8,13.46,12.15,11.38,4,40.7,-4.407,7.41,1
329.3,24.97,2.077,5.715,4.05,5.374,0.2296,3298,16.08,13.66,12.31,11.54,3.8,1.027,-3.501,7.825,2
329.8,-19.96,1.079,9.959,0.7777,1.508,0.1425,3128,15.38,12.81,11.37,10.64,2.4,1.278,-3.95,8.088,1
329.9,-44.9,2.014,6.798,275.7,1.561,1.142,5998,7.496,6.853,6.418,6.128,3.15,1,-4.809,9.91,1
330,-57.2,2.765,6.503,3.046,6.092,0.2306,3278,15.61,13.21,11.85,11.11,3.55,1.002,-3.923,19.11,1
330.5,33.81,2.439,10.6,2.013,4.66,0.2501,3331,15.74,13.37,12.04,11.28,3.75,2.402,-4.072,12.08,1
331.3,-66.44,3.336,15.19,1.027,6.086,0.2218,3291,15.94,13.51,12.15,11.38,3.55,1.009,-2.472,7.416,2
331.4,57.8,2.629,14.13,3.808,2.942,0.4347,3635,14.14,12.12,10.97,10.17,4.15,1.345,-3.487,11.75,2
331.5,6.011,2.731,8.775,97.19,2.219,0.887,5495,10.84,10.07,9.506,9.09,5.45,1.03,-4.731,10.96,0
331.8,27.93,3.425,27.95,314,1.147,2.048,8054,6.77,6.624,6.476,6.432,5.05,1.001,-4.493,8.347,0
331.9,37.05,3.499,14.58,123.6,2.031,1.191,6194,9.213,8.638,8.228,7.952,5.1,1.149,-4.407,14.27,0
332,65.15,2.189,20.36,2.663,2.115,0.4576,3694,14.05,12.08,10.96,10.16,4.3,1.019,-4.174,7.909,2
332,-69.14,1.482,3.107,9.901,5.086,0.243,3329,14.96,12.58,11.26,10.5,2.9,1.065,-3.695,11.45,2
332.2,-84.34,2.048,6.348,14.13,2.849,0.4747,3759,13.67,11.77,10.68,9.871,4.15,1.007,-3.93,11.94,2
332.4,-49.82,1.226,1.295,43.19,2.958,0.2926,3392,14.72,12.43,11.14,10.38,3.25,1.033,-3.472,7.974,2
332.5,-74.48,2.443,2.143,24.56,6.504,0.3168,3414,16.46,14.18,12.9,12.13,5.2,1.053,-3.537,10.91,2
333,52.57,1.317,2.473,678.6,1.432,0.8871,5834,10.12,9.454,8.972,8.623,5.05,1.169,-4.731,7.524,2
333.5,-81.68,3.68,10.62,16.06,3.563,0.6038,4242,12.96,11.5,10.58,9.801,4.95,1.023,-4.345,24.98,1
334,-20.28,1.885,2.504,19.6,4.944,0.3081,3430,13.54,11.3,10.05,9.281,2.3,1,-4.219,27.03,3
334.2,-22.58,1.677,6.09,5.993,3.298,0.3081,3430,13.54,11.3,10.05,9.281,2.3,1,-4.3,16.15,3
334.4,-86.07,1.776,0.9119,72.04,6.526,0.3047,3410,15.79,13.52,12.24,11.47,4.45,1.013,-4.219,10.63,4
334.4,-43.6,2.567,14.53,11.15,2.29,0.609,4282,12.12,10.69,9.787,9.012,4.2,1.182,-4.511,10.28,0
334.8,40.88,6.766,4.632,42.24,8.481,0.5855,4134,12.98,11.43,10.48,9.679,4.7,1.006,-4.089,73.39,0
335.1,73.72,1.695,15.59,3.273,1.921,0.4288,3628,13.44,11.41,10.26,9.467,3.4,1.006,-4.311,10.51,0
335.1,1.736,1.871,2.446,962.7,2.127,1.07,5970,9.143,8.503,8.048,7.73,4.6,1,-4.784,12.15,1
335.2,-20.33,2.786,20.77,37.36,1.747,0.9066,5662,10.49,9.767,9.245,8.862,5.3,1,-4.817,13.07,0
335.2,70.38,6.042,12.36,85.4,4.133,0.9112,5888,10.67,10.02,9.545,9.205,5.7,1.035,-4.809,59.3,0
335.3,-3.281,2.03,0.5188,150.2,9.107,0.3001,3407,15.23,12.96,11.68,10.91,3.85,1.02,-3.687,19.69,2
335.6,6.135,1.999,11.28,146.8,1.351,1.104,6124,9.003,8.406,7.978,7.685,4.65,1.001,-4.729,8.731,1
336,-82.05,2.83,27.23,4.574,2.038,0.6038,4242,12.96,11.5,10.58,9.801,4.95,1.002,-3.697,8.659,1
336,29.62,1.54,1.05,126.1,4.242,0.4394,3645,13.29,11.29,10.14,9.344,3.35,1.003,-3.599,10.86,2
